antibiotic_delay_hours,mean_terminal_damage,mean_terminal_harm,median_terminal_harm,std_terminal_harm,mortality_prob,std_mortality_prob,n_twins,slope_pp_per_hr,r_squared
1.0,16.1928414960749,168.95082574245805,166.38757685316966,25.200933661290936,0.35411461793856824,0.3164972930596718,120,0.21609417320165095,0.8057596750253229
3.0,16.3317739636732,170.35446264377904,167.58729807847195,23.75340116545269,0.36435060769516564,0.314794701630248,120,0.21609417320165095,0.8057596750253229
6.0,16.458698705317374,171.63518879376915,169.30618519219564,22.637031699483682,0.37561446924976544,0.309033806368556,120,0.21609417320165095,0.8057596750253229
9.0,16.582000047370624,172.87169362658534,171.08806143925415,21.546128762319302,0.3867922331476921,0.3020267944490721,120,0.21609417320165095,0.8057596750253229
12.0,16.637756827260915,173.43051788328412,171.21167994006424,20.838181326235915,0.3901336874859036,0.29914410177413064,120,0.21609417320165095,0.8057596750253229
18.0,16.655531396085273,173.55111092225744,171.154001717408,20.360282013020516,0.3902354307960778,0.29892732667829447,120,0.21609417320165095,0.8057596750253229
