model,threshold,net_benefit_model
xgboost,0.6237373737373737,0.1542281879194631
xgboost,0.6336363636363637,0.14704714640198507
xgboost,0.6435353535353535,0.13946727118163788
xgboost,0.6534343434343434,0.13145438647624605
xgboost,0.6633333333333333,0.12297029702970297
xgboost,0.6732323232323232,0.11397217928902631
xgboost,0.6831313131313131,0.10441185846350015
xgboost,0.693030303030303,0.0942349457058243
xgboost,0.702929292929293,0.08337980278816726
xgboost,0.7128282828282828,0.07177629264861063
xgboost,0.7227272727272727,0.05934426229508205
xgboost,0.7326262626262626,0.0459916887041934
xgboost,0.7425252525252525,0.041031777167516714
xgboost,0.7524242424242424,0.02627906976744182
xgboost,0.7623232323232323,0.021334466638334104
xgboost,0.7722222222222221,0.00487804878048792
xgboost,0.7821212121212121,-0.013073713490959649
xgboost,0.792020202020202,-0.018693540553666732
xgboost,0.8019191919191919,-0.04411779704232538
xgboost,0.8118181818181818,-0.06669082125603859
xgboost,0.8217171717171717,-0.09677053824362619
xgboost,0.8316161616161616,-0.0754109178164366
xgboost,0.8415151515151514,-0.06013384321223697
xgboost,0.8514141414141414,-0.0588069340584636
xgboost,0.8613131313131313,-0.09262927895120149
xgboost,0.8712121212121212,-0.05823529411764705
xgboost,0.8811111111111111,-0.10056074766355128
xgboost,0.891010101010101,-0.13875810936051902
xgboost,0.9009090909090909,-0.16412844036697233
xgboost,0.9108080808080807,-0.21453001132502786
xgboost,0.9207070707070707,-0.27751592356687893
xgboost,0.9306060606060605,-0.35847161572052344
xgboost,0.9405050505050505,-0.3082852292020375
xgboost,0.9504040404040404,-0.34488798370672047
xgboost,0.9603030303030302,-0.5007251908396929
xgboost,0.9702020202020202,-0.7667796610169483
xgboost,0.98010101010101,-1.03134517766497
xgboost,0.99,-0.8599999999999992
lstm,0.01,0.393939393939394
lstm,0.0198989898989899,0.38802123054725346
lstm,0.029797979797979796,0.3818792295679334
lstm,0.039696969696969696,0.3756106027137899
lstm,0.049595959595959596,0.36921139334679565
lstm,0.059494949494949496,0.36267747825153046
lstm,0.06939393939393938,0.35600455877564313
lstm,0.07929292929292929,0.3491881513987932
lstm,0.08919191919191918,0.342223577686592
lstm,0.09909090909090908,0.3351059535822402
lstm,0.10898989898989898,0.32783017798435554
lstm,0.11888888888888888,0.320390920554855
lstm,0.12878787878787878,0.3127826086956522
lstm,0.1386868686868687,0.30499941362730154
lstm,0.1485858585858586,0.2970352354965002
lstm,0.15848484848484848,0.28888368743248116
lstm,0.16838383838383839,0.2805380784647152
lstm,0.1782828282828283,0.27199139520590043
lstm,0.18818181818181817,0.26323628219484885
lstm,0.19808080808080808,0.254265020783474
lstm,0.207979797979798,0.24506950644050507
lstm,0.21787878787878787,0.23564122433165444
lstm,0.22777777777777777,0.22597122302158276
lstm,0.23767676767676768,0.21605008612693788
lstm,0.24757575757575756,0.20586790173177613
lstm,0.25747474747474747,0.1954142293565502
lstm,0.2673737373737374,0.18467806424927619
lstm,0.2772727272727273,0.17364779874213837
lstm,0.2871717171717172,0.162311180388267
lstm,0.29707070707070704,0.1506552665612876
lstm,0.30696969696969695,0.13866637516397035
lstm,0.31686868686868686,0.12633003105130863
lstm,0.32676767676767676,0.1136309077269318
lstm,0.33666666666666667,0.1005527638190955
lstm,0.3465656565656566,0.08707837378265582
lstm,0.3564646464646465,0.07318945220530526
lstm,0.36636363636363634,0.05886657101865145
lstm,0.37626262626262624,0.04408906882591096
lstm,0.38616161616161615,0.0723078821787066
